0.0000	 1.000
0.2462	 0.782
0.2843	 0.694
0.4021	 0.441
0.4715	 0.317
0.4925	 0.307
0.5687	 0.155
0.6197	 0.166
0.6358	 0.130
0.6965	 0.106
0.7387	 0.035
0.7387	 0.108
0.8042	 0.057
0.8411	 0.032
0.8530	-0.024
0.8530	 0.052
0.8991	-0.009
0.9322	 0.035
0.9430	 0.006
0.9850	 0.037
1.0153	 0.009
1.0153	-0.047
1.0252	-0.001
1.0639	 0.001
1.0920	-0.026
1.0920	 0.012
1.1373	-0.062
1.1637	-0.016
