0.0 1.0 .005
0.05 1.0 .005
.1 .985 .005
.15 .934 .005
.2 .854 .005
.25 .755 .005
.3 .675 .005
.35 .571 .005
.4 .487 .005
.45 .399 .005
.5 .315 .005
.55 .255 .005
.6 .194 .005
.65 .146 .005
.7 .113 .006
.8 .066 .005
.9 .034 .005
